model,region,aa,ig_value
Transformer-onehot,HCDR3,A,0.130978524684906
Transformer-onehot,HCDR3,A,0.0985374897718429
Transformer-onehot,HCDR3,A,0.1193526908755302
Transformer-onehot,HCDR3,A,0.0541464053094387
Transformer-onehot,HCDR3,A,0.0894186645746231
Transformer-onehot,HCDR3,A,0.1097154915332794
Transformer-onehot,HCDR3,A,0.9702725410461426
Transformer-onehot,HCDR3,A,0.1314327269792556
Transformer-onehot,HCDR3,A,0.1485850811004638
Transformer-onehot,HCDR3,A,0.1262499839067459
Transformer-onehot,HCDR3,A,0.1136368736624717
Transformer-onehot,HCDR3,A,0.1082664206624031
Transformer-onehot,HCDR3,A,0.0850210338830947
Transformer-onehot,HCDR3,A,0.1175458803772926
Transformer-onehot,HCDR3,A,0.4604806900024414
Transformer-onehot,HCDR3,A,0.1290684789419174
Transformer-onehot,HCDR3,A,0.0980664119124412
Transformer-onehot,HCDR3,A,0.08585686981678
Transformer-onehot,HCDR3,A,0.191461443901062
Transformer-onehot,HCDR3,A,0.4803760945796966
Transformer-onehot,HCDR3,A,0.1372382044792175
Transformer-onehot,HCDR3,A,0.1290396004915237
Transformer-onehot,HCDR3,A,0.0694334805011749
Transformer-onehot,HCDR3,A,0.5051813125610352
Transformer-onehot,HCDR3,A,0.2036539912223816
Transformer-onehot,HCDR3,A,0.0774256438016891
Transformer-onehot,HCDR3,A,0.4274351596832275
Transformer-onehot,HCDR3,A,0.0909029096364975
Transformer-onehot,HCDR3,A,0.2464931458234787
Transformer-onehot,HCDR3,A,0.3166652917861938
Transformer-onehot,HCDR3,A,0.4695647358894348
Transformer-onehot,HCDR3,A,0.6534860134124756
Transformer-onehot,HCDR3,A,0.2723590731620788
Transformer-onehot,HCDR3,A,0.2442823052406311
Transformer-onehot,HCDR3,A,0.0969348102807998
Transformer-onehot,HCDR3,A,0.0807092934846878
Transformer-onehot,HCDR3,A,0.1220386996865272
Transformer-onehot,HCDR3,A,0.0726154372096061
Transformer-onehot,HCDR3,A,0.5352858901023865
Transformer-onehot,HCDR3,A,0.1441586315631866
Transformer-onehot,HCDR3,A,0.459238588809967
Transformer-onehot,HCDR3,A,0.1247991025447845
Transformer-onehot,HCDR3,A,0.0405006557703018
Transformer-onehot,HCDR3,A,0.1231384128332138
Transformer-onehot,HCDR3,A,0.1049143224954605
Transformer-onehot,HCDR3,A,0.1046984642744064
Transformer-onehot,HCDR3,A,0.2361621260643005
Transformer-onehot,HCDR3,A,0.5501374006271362
Transformer-onehot,HCDR3,A,0.1067004576325416
Transformer-onehot,HCDR3,A,0.0933495387434959
Transformer-onehot,HCDR3,A,0.3953329920768738
Transformer-onehot,HCDR3,A,0.4463516175746918
Transformer-onehot,HCDR3,A,0.0424579009413719
Transformer-onehot,HCDR3,A,0.5103046894073486
Transformer-onehot,HCDR3,A,0.2981935143470764
Transformer-onehot,HCDR3,A,0.4563286900520324
Transformer-onehot,HCDR3,A,0.3586985468864441
Transformer-onehot,HCDR3,A,0.0495781786739826
Transformer-onehot,HCDR3,A,0.3569463193416595
Transformer-onehot,HCDR3,A,0.1905794441699981
Transformer-onehot,HCDR3,A,0.1478496789932251
Transformer-onehot,HCDR3,A,0.1214552223682403
Transformer-onehot,HCDR3,A,0.0966042429208755
Transformer-onehot,HCDR3,A,0.3223555386066437
Transformer-onehot,HCDR3,A,0.0877030864357948
Transformer-onehot,HCDR3,A,0.1249100342392921
Transformer-onehot,HCDR3,A,0.0794355422258377
Transformer-onehot,HCDR3,A,0.2116332352161407
Transformer-onehot,HCDR3,A,0.6117407083511353
Transformer-onehot,HCDR3,A,0.4436443448066711
Transformer-onehot,HCDR3,A,0.5306035876274109
Transformer-onehot,HCDR3,A,0.1030271127820015
Transformer-onehot,HCDR3,A,0.1200133264064788
Transformer-onehot,HCDR3,A,0.0784379467368125
Transformer-onehot,HCDR3,A,0.0948121175169944
Transformer-onehot,HCDR3,A,0.0996909961104393
Transformer-onehot,HCDR3,A,0.2781607508659363
Transformer-onehot,HCDR3,A,0.1271719485521316
Transformer-onehot,HCDR3,A,0.522645115852356
Transformer-onehot,HCDR3,A,0.2274299561977386
Transformer-onehot,HCDR3,A,0.1404849588871002
Transformer-onehot,HCDR3,A,0.1059624254703521
Transformer-onehot,HCDR3,A,0.4272893965244293
Transformer-onehot,HCDR3,A,0.4222326576709747
Transformer-onehot,HCDR3,A,0.1055567041039466
Transformer-onehot,HCDR3,A,0.1879689991474151
Transformer-onehot,HCDR3,A,0.0812180191278457
Transformer-onehot,HCDR3,A,0.0675891637802124
Transformer-onehot,HCDR3,A,0.0270075984299182
Transformer-onehot,HCDR3,A,0.4245418310165405
Transformer-onehot,HCDR3,A,0.0761117786169052
Transformer-onehot,HCDR3,A,0.1096617951989173
Transformer-onehot,HCDR3,A,0.0878925397992134
Transformer-onehot,HCDR3,A,0.0209219343960285
Transformer-onehot,HCDR3,A,0.1242152452468872
Transformer-onehot,HCDR3,A,0.1326605379581451
Transformer-onehot,HCDR3,A,0.5006270408630371
Transformer-onehot,HCDR3,A,0.2327730506658554
Transformer-onehot,HCDR3,A,0.0870591849088668
Transformer-onehot,HCDR3,A,0.4226440191268921
Transformer-onehot,HCDR3,A,0.0807521566748619
Transformer-onehot,HCDR3,A,0.0520301274955272
Transformer-onehot,HCDR3,A,0.1277044415473938
Transformer-onehot,HCDR3,A,0.0924808084964752
Transformer-onehot,HCDR3,A,0.0967281013727188
Transformer-onehot,HCDR3,A,0.2114833295345306
Transformer-onehot,HCDR3,A,0.1236745044589042
Transformer-onehot,HCDR3,A,0.2563972473144531
Transformer-onehot,HCDR3,A,0.5359833836555481
Transformer-onehot,HCDR3,A,0.0955273956060409
Transformer-onehot,HCDR3,A,0.3425493538379669
Transformer-onehot,HCDR3,A,0.0753068178892135
Transformer-onehot,HCDR3,A,0.0869087055325508
Transformer-onehot,HCDR3,A,0.1159635782241821
Transformer-onehot,HCDR3,A,1.1588815450668335
Transformer-onehot,HCDR3,A,0.0826846286654472
Transformer-onehot,HCDR3,A,0.0882776007056236
Transformer-onehot,HCDR3,A,0.4688916802406311
Transformer-onehot,HCDR3,A,0.0823923721909523
Transformer-onehot,HCDR3,A,0.1293485313653946
Transformer-onehot,HCDR3,A,0.1057740896940231
Transformer-onehot,HCDR3,A,0.0330660305917263
Transformer-onehot,HCDR3,A,0.1201705038547515
Transformer-onehot,HCDR3,A,0.2425025105476379
Transformer-onehot,HCDR3,A,0.2766967117786407
Transformer-onehot,HCDR3,A,0.0863407254219055
Transformer-onehot,HCDR3,A,0.0761818140745163
Transformer-onehot,HCDR3,A,0.3405746221542358
Transformer-onehot,HCDR3,A,0.5098758339881897
Transformer-onehot,HCDR3,A,0.9322555065155028
Transformer-onehot,HCDR3,A,0.0753676742315292
Transformer-onehot,HCDR3,A,0.1071782186627388
Transformer-onehot,HCDR3,A,0.2613261938095093
Transformer-onehot,HCDR3,A,0.1057387366890907
Transformer-onehot,HCDR3,A,0.1320644170045852
Transformer-onehot,HCDR3,A,0.4197013974189758
Transformer-onehot,HCDR3,A,0.080018326640129
Transformer-onehot,HCDR3,A,0.2773549854755401
Transformer-onehot,HCDR3,A,0.0632423385977745
Transformer-onehot,HCDR3,A,0.2393887490034103
Transformer-onehot,HCDR3,A,0.0495573468506336
Transformer-onehot,HCDR3,A,0.2943265438079834
Transformer-onehot,HCDR3,A,0.5558072328567505
Transformer-onehot,HCDR3,A,0.2198315262794494
Transformer-onehot,HCDR3,A,0.8166001439094543
Transformer-onehot,HCDR3,A,0.0881394892930984
Transformer-onehot,HCDR3,A,0.0968417152762413
Transformer-onehot,HCDR3,A,0.101554237306118
Transformer-onehot,HCDR3,A,0.5511050224304199
Transformer-onehot,HCDR3,A,0.2959907352924347
Transformer-onehot,HCDR3,A,0.4877904057502746
Transformer-onehot,HCDR3,A,0.8738373517990112
Transformer-onehot,HCDR3,A,0.08423862606287
Transformer-onehot,HCDR3,A,0.071075327694416
Transformer-onehot,HCDR3,A,0.1298831850290298
Transformer-onehot,HCDR3,A,0.7690712213516235
Transformer-onehot,HCDR3,A,0.3089706003665924
Transformer-onehot,HCDR3,A,0.0784817561507225
Transformer-onehot,HCDR3,A,0.6051775217056274
Transformer-onehot,HCDR3,A,0.3089039921760559
Transformer-onehot,HCDR3,A,0.3460712432861328
Transformer-onehot,HCDR3,A,0.5802337527275085
Transformer-onehot,HCDR3,A,0.5167018175125122
Transformer-onehot,HCDR3,A,0.1004717648029327
Transformer-onehot,HCDR3,A,0.118312269449234
Transformer-onehot,HCDR3,A,0.5602223873138428
Transformer-onehot,HCDR3,A,0.0772184804081916
Transformer-onehot,HCDR3,A,0.0980201214551925
Transformer-onehot,HCDR3,A,0.1332487910985946
Transformer-onehot,HCDR3,A,0.0848345980048179
Transformer-onehot,HCDR3,A,0.2240677177906036
Transformer-onehot,HCDR3,A,0.5785468816757202
Transformer-onehot,HCDR3,A,0.108074203133583
Transformer-onehot,HCDR3,A,0.1271457821130752
Transformer-onehot,HCDR3,A,0.3963775932788849
Transformer-onehot,HCDR3,A,0.4579238295555115
Transformer-onehot,HCDR3,A,0.2119354605674743
Transformer-onehot,HCDR3,A,0.1067218631505966
Transformer-onehot,HCDR3,A,0.0910672917962074
Transformer-onehot,HCDR3,A,0.0924571380019187
Transformer-onehot,HCDR3,A,0.1058276370167732
Transformer-onehot,HCDR3,A,1.1199822425842283
Transformer-onehot,HCDR3,A,0.1548747271299362
Transformer-onehot,HCDR3,A,0.0181056596338748
Transformer-onehot,HCDR3,A,0.2421620190143585
Transformer-onehot,HCDR3,A,0.0953910648822784
Transformer-onehot,HCDR3,A,0.0379321351647377
Transformer-onehot,HCDR3,A,0.1994401514530182
Transformer-onehot,HCDR3,A,0.1121628135442733
Transformer-onehot,HCDR3,A,0.0167184527963399
Transformer-onehot,HCDR3,A,0.137134850025177
Transformer-onehot,HCDR3,A,0.0351705737411975
Transformer-onehot,HCDR3,A,0.1597796082496643
Transformer-onehot,HCDR3,A,0.3111586570739746
Transformer-onehot,HCDR3,A,0.0356415882706642
Transformer-onehot,HCDR3,A,0.0296654570847749
Transformer-onehot,HCDR3,A,0.2824658155441284
Transformer-onehot,HCDR3,A,0.0526778660714626
Transformer-onehot,HCDR3,A,0.0177317354828119
Transformer-onehot,HCDR3,A,0.0179872550070285
Transformer-onehot,HCDR3,A,0.2520107626914978
Transformer-onehot,HCDR3,A,0.0358238667249679
Transformer-onehot,HCDR3,A,0.0323647372424602
Transformer-onehot,HCDR3,A,0.0133670950308442
Transformer-onehot,HCDR3,A,0.1373688131570816
Transformer-onehot,HCDR3,A,0.0235607326030731
Transformer-onehot,HCDR3,A,0.0127969058230519
Transformer-onehot,HCDR3,A,0.0962230637669563
Transformer-onehot,HCDR3,A,0.1019469797611236
Transformer-onehot,HCDR3,A,0.0209174919873476
Transformer-onehot,HCDR3,A,0.0854236409068107
Transformer-onehot,HCDR3,A,0.1909763216972351
Transformer-onehot,HCDR3,A,0.1394483298063278
Transformer-onehot,HCDR3,A,0.4155501127243042
Transformer-onehot,HCDR3,A,0.0479617938399314
Transformer-onehot,HCDR3,A,0.3977223038673401
Transformer-onehot,HCDR3,A,0.1522966921329498
Transformer-onehot,HCDR3,A,0.0279513224959373
Transformer-onehot,HCDR3,A,0.0536343902349472
Transformer-onehot,HCDR3,A,0.14832803606987
Transformer-onehot,HCDR3,A,0.1058205813169479
Transformer-onehot,HCDR3,A,0.0514116398990154
Transformer-onehot,HCDR3,A,0.2474477738142013
Transformer-onehot,HCDR3,A,0.2497236132621765
Transformer-onehot,HCDR3,A,0.3290739059448242
Transformer-onehot,HCDR3,A,0.1070200577378273
Transformer-onehot,HCDR3,A,0.0154012516140937
Transformer-onehot,HCDR3,A,0.1276910156011581
Transformer-onehot,HCDR3,A,0.0205715019255876
Transformer-onehot,HCDR3,A,0.1303400248289108
Transformer-onehot,HCDR3,A,0.0224151667207479
Transformer-onehot,HCDR3,A,0.1874819844961166
Transformer-onehot,HCDR3,A,0.1390527337789535
Transformer-onehot,HCDR3,A,0.0577403083443641
Transformer-onehot,HCDR3,A,0.023683663457632
Transformer-onehot,HCDR3,A,0.0225897766649723
Transformer-onehot,HCDR3,A,0.0878990590572357
Transformer-onehot,HCDR3,A,0.126593992114067
Transformer-onehot,HCDR3,A,0.0892293006181716
Transformer-onehot,HCDR3,A,0.0077238185331225
Transformer-onehot,HCDR3,A,0.0156546328216791
Transformer-onehot,HCDR3,A,0.0252820700407028
Transformer-onehot,HCDR3,A,0.0702214688062667
Transformer-onehot,HCDR3,A,0.1281447112560272
Transformer-onehot,HCDR3,A,0.0334791094064712
Transformer-onehot,HCDR3,A,0.0729092732071876
Transformer-onehot,HCDR3,A,0.2679968476295471
Transformer-onehot,HCDR3,A,0.2555839717388153
Transformer-onehot,HCDR3,A,0.048332255333662
Transformer-onehot,HCDR3,A,0.0392701774835586
Transformer-onehot,HCDR3,A,0.0552143566310405
Transformer-onehot,HCDR3,A,0.2229389250278473
Transformer-onehot,HCDR3,A,0.0260400380939245
Transformer-onehot,HCDR3,A,0.2242340445518493
Transformer-onehot,HCDR3,A,0.1245136335492134
Transformer-onehot,HCDR3,A,0.2019491791725158
Transformer-onehot,HCDR3,A,0.1464065313339233
Transformer-onehot,HCDR3,A,0.1235539615154266
Transformer-onehot,HCDR3,A,0.1011036038398742
Transformer-onehot,HCDR3,A,0.0664564073085784
Transformer-onehot,HCDR3,A,0.0562549456954002
Transformer-onehot,HCDR3,A,0.4041703343391418
Transformer-onehot,HCDR3,A,0.0301776975393295
Transformer-onehot,HCDR3,A,0.0693064182996749
Transformer-onehot,HCDR3,A,0.0587337911128997
Transformer-onehot,HCDR3,A,0.0855364501476287
Transformer-onehot,HCDR3,A,0.014976542443037
Transformer-onehot,HCDR3,A,0.0503028370440006
Transformer-onehot,HCDR3,A,0.1573682427406311
Transformer-onehot,HCDR3,A,0.0592777952551841
Transformer-onehot,HCDR3,A,0.0995322912931442
Transformer-onehot,HCDR3,A,0.0127585241571068
Transformer-onehot,HCDR3,A,0.3401361107826233
Transformer-onehot,HCDR3,A,0.0977681204676628
Transformer-onehot,HCDR3,A,0.0934791192412376
Transformer-onehot,HCDR3,A,0.1622045189142227
Transformer-onehot,HCDR3,A,0.0372759848833084
Transformer-onehot,HCDR3,A,0.0304115340113639
Transformer-onehot,HCDR3,A,0.0218870043754577
Transformer-onehot,HCDR3,A,0.2387901395559311
Transformer-onehot,HCDR3,A,0.014423569664359
Transformer-onehot,HCDR3,A,0.123246282339096
Transformer-onehot,HCDR3,A,0.0457592867314815
Transformer-onehot,HCDR3,A,0.0149167235940694
Transformer-onehot,HCDR3,A,0.0156727153807878
Transformer-onehot,HCDR3,A,0.0161494854837656
Transformer-onehot,HCDR3,A,0.121360458433628
Transformer-onehot,HCDR3,A,0.0460011214017868
Transformer-onehot,HCDR3,A,0.3548586368560791
Transformer-onehot,HCDR3,A,0.231981486082077
Transformer-onehot,HCDR3,A,0.1211166232824325
Transformer-onehot,HCDR3,A,0.0216978620737791
Transformer-onehot,HCDR3,A,0.0950509384274482
Transformer-onehot,HCDR3,A,0.0228771399706602
Transformer-onehot,HCDR3,A,0.0192382056266069
Transformer-onehot,HCDR3,A,0.0273215156048536
Transformer-onehot,HCDR3,A,0.1413922011852264
Transformer-onehot,HCDR3,A,0.0878191366791725
Transformer-onehot,HCDR3,A,0.1542169004678726
Transformer-onehot,HCDR3,A,0.0260768253356218
Transformer-onehot,HCDR3,A,0.2863955199718475
Transformer-onehot,HCDR3,A,0.1292866319417953
Transformer-onehot,HCDR3,A,0.0404648892581462
Transformer-onehot,HCDR3,A,0.3977113664150238
Transformer-onehot,HCDR3,A,0.1033325716853141
Transformer-onehot,HCDR3,A,0.2609322071075439
Transformer-onehot,HCDR3,A,0.0798718631267547
Transformer-onehot,HCDR3,A,0.2351248264312744
Transformer-onehot,HCDR3,A,0.0239384155720472
Transformer-onehot,HCDR3,A,0.0279358997941017
Transformer-onehot,HCDR3,A,0.0747984126210212
Transformer-onehot,HCDR3,A,0.1229482665657997
Transformer-onehot,HCDR3,A,0.0278821066021919
Transformer-onehot,HCDR3,A,0.0210474617779254
Transformer-onehot,HCDR3,A,0.1054918095469474
Transformer-onehot,HCDR3,A,0.0569395869970321
Transformer-onehot,HCDR3,A,0.1823099553585052
Transformer-onehot,HCDR3,A,0.0647789239883422
Transformer-onehot,HCDR3,A,0.0438567586243152
Transformer-onehot,HCDR3,A,0.080511026084423
Transformer-onehot,HCDR3,A,0.0815401971340179
Transformer-onehot,HCDR3,A,0.1126194968819618
Transformer-onehot,HCDR3,A,0.186987817287445
Transformer-onehot,HCDR3,A,0.0199695937335491
Transformer-onehot,HCDR3,A,0.0373532362282276
Transformer-onehot,HCDR3,A,0.2035702168941497
Transformer-onehot,HCDR3,A,0.4663793444633484
Transformer-onehot,HCDR3,A,0.2785438597202301
Transformer-onehot,HCDR3,A,0.0137264244258403
Transformer-onehot,HCDR3,A,0.0571280345320701
Transformer-onehot,HCDR3,A,0.0257225353270769
Transformer-onehot,HCDR3,A,0.0652729198336601
Transformer-onehot,HCDR3,A,0.1906543374061584
Transformer-onehot,HCDR3,A,0.0293518379330635
Transformer-onehot,HCDR3,A,0.2491723597049713
Transformer-onehot,HCDR3,A,0.0569511651992797
Transformer-onehot,HCDR3,A,0.0266580581665039
Transformer-onehot,HCDR3,A,0.0304394531995058
Transformer-onehot,HCDR3,A,0.0356378145515918
Transformer-onehot,HCDR3,A,0.0337991341948509
Transformer-onehot,HCDR3,A,0.0172291509807109
Transformer-onehot,HCDR3,A,0.0414614714682102
Transformer-onehot,HCDR3,A,0.0706694424152374
Transformer-onehot,HCDR3,A,0.0679115056991577
Transformer-onehot,HCDR3,A,0.0230503305792808
Transformer-onehot,HCDR3,A,0.019652172923088
Transformer-onehot,HCDR3,A,0.0614215023815631
Transformer-onehot,HCDR3,A,0.047456219792366
Transformer-onehot,HCDR3,A,0.3566703498363495
Transformer-onehot,HCDR3,A,0.01981339789927
Transformer-onehot,HCDR3,A,0.2534120082855224
Transformer-onehot,HCDR3,A,0.0542175583541393
Transformer-onehot,HCDR3,A,0.0189626719802618
Transformer-onehot,HCDR3,A,0.0244595147669315
Transformer-onehot,HCDR3,A,0.0219611823558807
Transformer-onehot,HCDR3,A,0.1536389738321304
Transformer-onehot,HCDR3,A,0.0155686065554618
Transformer-onehot,HCDR3,A,0.4594360291957855
Transformer-onehot,HCDR3,A,0.1263127028942108
Transformer-onehot,HCDR3,A,0.1229710280895233
Transformer-onehot,HCDR3,A,0.0515584982931613
Transformer-onehot,HCDR3,A,0.0208344589918851
Transformer-onehot,HCDR3,A,0.1187991648912429
Transformer-onehot,HCDR3,A,0.032514676451683
Transformer-onehot,HCDR3,A,0.0257032122462987
Transformer-onehot,HCDR3,A,0.03680320084095
Transformer-onehot,HCDR3,A,0.1694385856389999
Transformer-onehot,HCDR3,A,0.0246660094708204
Transformer-onehot,HCDR3,A,0.0142807979136705
Transformer-onehot,HCDR3,A,0.0167939011007547
Transformer-onehot,HCDR3,A,0.0188130494207143
Transformer-onehot,HCDR3,A,0.0455197729170322
Transformer-onehot,HCDR3,A,0.0908624753355979
Transformer-onehot,HCDR3,A,0.3166293203830719
Transformer-onehot,HCDR3,A,0.0129435863345861
Transformer-onehot,HCDR3,A,0.0255257114768028
Transformer-onehot,HCDR3,A,0.068602941930294
Transformer-onehot,HCDR3,A,0.0153276287019252
Transformer-onehot,HCDR3,A,0.0149196637794375
Transformer-onehot,HCDR3,A,0.1888785064220428
Transformer-onehot,HCDR3,A,0.1274766325950622
Transformer-onehot,HCDR3,A,0.2666482031345367
Transformer-onehot,HCDR3,A,0.0683832243084907
Transformer-onehot,HCDR3,A,0.0329803265631198
Transformer-onehot,HCDR3,A,0.1519524455070495
Transformer-onehot,HCDR3,A,0.0262003373354673
Transformer-onehot,HCDR3,A,0.1323065459728241
Transformer-onehot,HCDR3,A,0.0630932226777076
Transformer-onehot,HCDR3,A,0.0732204243540763
Transformer-onehot,HCDR3,A,0.0140012977644801
Transformer-onehot,HCDR3,A,0.2350650131702423
Transformer-onehot,HCDR3,A,0.015720747411251
Transformer-onehot,HCDR3,A,0.1646183133125305
Transformer-onehot,HCDR3,A,0.4704228937625885
Transformer-onehot,HCDR3,A,0.0183830484747886
Transformer-onehot,HCDR3,A,0.0268293786793947
Transformer-onehot,HCDR3,A,0.0430992618203163
Transformer-onehot,HCDR3,A,0.0357152707874774
Transformer-onehot,HCDR3,A,0.0375911071896553
Transformer-onehot,HCDR3,A,0.1911168992519378
Transformer-onehot,HCDR3,A,0.1310735344886779
Transformer-onehot,HCDR3,A,0.0584036447107791
Transformer-onehot,HCDR3,A,0.0148306377232074
Transformer-onehot,HCDR3,A,0.1216522604227066
Transformer-onehot,HCDR3,A,0.058445144444704
Transformer-onehot,HCDR3,A,0.1093354895710945
Transformer-onehot,HCDR3,A,0.0290944389998912
Transformer-onehot,HCDR3,A,0.0317403934895992
Transformer-onehot,HCDR3,A,0.0581405647099018
Transformer-onehot,HCDR3,A,0.0170479398220777
Transformer-onehot,HCDR3,A,0.0173969157040119
Transformer-onehot,HCDR3,A,0.0758918896317482
Transformer-onehot,HCDR3,A,0.141676127910614
Transformer-onehot,HCDR3,A,0.032945942133665
Transformer-onehot,HCDR3,A,0.0265045203268528
Transformer-onehot,HCDR3,A,0.1091340482234954
Transformer-onehot,HCDR3,A,0.0214017238467931
Transformer-onehot,HCDR3,A,0.0801739543676376
Transformer-onehot,HCDR3,A,0.0377574972808361
Transformer-onehot,HCDR3,A,0.1863120794296264
Transformer-onehot,HCDR3,A,0.0283212345093488
Transformer-onehot,HCDR3,A,0.0143944341689348
Transformer-onehot,HCDR3,A,0.0456864535808563
Transformer-onehot,HCDR3,A,0.1028402149677276
Transformer-onehot,HCDR3,A,0.1580186337232589
Transformer-onehot,HCDR3,A,0.0145805235952138
Transformer-onehot,HCDR3,A,0.0862932279706001
Transformer-onehot,HCDR3,A,0.1704902052879333
Transformer-onehot,HCDR3,A,0.1147503703832626
Transformer-onehot,HCDR3,A,0.4086995720863342
Transformer-onehot,HCDR3,A,0.0132804820314049
Transformer-onehot,HCDR3,A,0.0161328427493572
Transformer-onehot,HCDR3,C,-0.0106755010783672
Transformer-onehot,HCDR3,C,-0.0186654329299926
Transformer-onehot,HCDR3,C,-0.0107256984338164
Transformer-onehot,HCDR3,C,-0.0131769170984625
Transformer-onehot,HCDR3,C,-0.0084712859243154
Transformer-onehot,HCDR3,C,-0.0269771069288253
Transformer-onehot,HCDR3,C,-0.0125845205038785
Transformer-onehot,HCDR3,C,-0.0170428287237882
Transformer-onehot,HCDR3,C,-0.0129664503037929
Transformer-onehot,HCDR3,C,-0.0171352326869964
Transformer-onehot,HCDR3,C,-0.0156807992607355
Transformer-onehot,HCDR3,C,-0.0056953998282551
Transformer-onehot,HCDR3,C,-0.0122034661471843
Transformer-onehot,HCDR3,C,-0.0190680809319019
Transformer-onehot,HCDR3,C,-0.0105126379057765
Transformer-onehot,HCDR3,C,-0.0098488433286547
Transformer-onehot,HCDR3,C,-0.0164552386850118
Transformer-onehot,HCDR3,C,-0.0118648549541831
Transformer-onehot,HCDR3,C,-0.0145690664649009
Transformer-onehot,HCDR3,C,-0.0152647038921713
Transformer-onehot,HCDR3,C,-0.0178078934550285
Transformer-onehot,HCDR3,C,-0.017434611916542
Transformer-onehot,HCDR3,C,-0.0139095224440097
Transformer-onehot,HCDR3,C,-0.0114644551649689
Transformer-onehot,HCDR3,C,-0.0157616101205348
Transformer-onehot,HCDR3,C,-0.0106664551421999
Transformer-onehot,HCDR3,C,-0.0146894622594118
Transformer-onehot,HCDR3,C,-0.0135261714458465
Transformer-onehot,HCDR3,C,-0.0190616138279438
Transformer-onehot,HCDR3,C,-0.0153563693165779
Transformer-onehot,HCDR3,C,-0.0194533430039882
Transformer-onehot,HCDR3,C,-0.014132572337985
Transformer-onehot,HCDR3,C,-0.0196760036051273
Transformer-onehot,HCDR3,C,-0.0151508776471018
Transformer-onehot,HCDR3,C,-0.0169841162860393
Transformer-onehot,HCDR3,C,-0.0139036430045962
Transformer-onehot,HCDR3,C,-0.0105486484244465
